169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
169148421,169148432,183092662674204,226715513094402,2,1
169148432,169148421,183092662674204,196543073827571,2,1
